Article Title,Slug,Category,Sub-Category,Owner,Tags,Body (HTML),Meta Description
MAM Configuration,mam-configuration-mobile,Endpoint Security,Mobile,Wilson S,"mam, mobile, app management","","Mobile application management configuration."
Conditional Access Mobile,conditional-access-mobile-security,Endpoint Security,Mobile,Wilson S,"conditional access, mobile, security","","Conditional access for mobile devices."
Jailbreak Detection,jailbreak-detection-mobile,Endpoint Security,Mobile,Wilson S,"jailbreak, detection, mobile","","Jailbreak and root detection for mobile."
Remote Wipe,remote-wipe-mobile-security,Endpoint Security,Mobile,Wilson S,"remote wipe, mobile, security","","Remote wipe capabilities for mobile devices."
Device Encryption,device-encryption-mobile,Endpoint Security,Mobile,Wilson S,"device encryption, mobile, security","","Mobile device encryption requirements."
Screen Lock Policies,screen-lock-policies-mobile,Endpoint Security,Mobile,Wilson S,"screen lock, policies, mobile","","Screen lock and password policies for mobile."
App Store Security,app-store-security-mobile,Endpoint Security,Mobile,Wilson S,"app store, security, mobile","","App store security and app vetting."
Enterprise App Distribution,enterprise-app-distribution-mobile,Endpoint Security,Mobile,Wilson S,"enterprise apps, distribution, mobile","","Enterprise mobile app distribution."
Mobile VPN,mobile-vpn-security,Endpoint Security,Mobile,Wilson S,"mobile vpn, security, remote","","Mobile VPN security and configuration."
Per-App VPN,per-app-vpn-mobile,Endpoint Security,Mobile,Wilson S,"per-app vpn, mobile, security","","Per-app VPN for mobile security."
Mobile Email Security,mobile-email-security-configuration,Endpoint Security,Mobile,Wilson S,"mobile email, security, configuration","","Mobile email security configuration."
Mobile Browser Security,mobile-browser-security,Endpoint Security,Mobile,Wilson S,"mobile browser, security, hardening","","Mobile browser security and hardening."
Biometric Authentication Mobile,biometric-authentication-mobile-security,Endpoint Security,Mobile,Wilson S,"biometric, mobile, authentication","","Mobile biometric authentication security."
Mobile Certificate Management,mobile-certificate-management,Endpoint Security,Mobile,Wilson S,"mobile, certificates, management","","Mobile device certificate management."
Mobile Compliance,mobile-compliance-policies,Endpoint Security,Mobile,Wilson S,"mobile compliance, policies, enforcement","","Mobile device compliance policies."
Lost Mode,lost-mode-mobile-security,Endpoint Security,Mobile,Wilson S,"lost mode, mobile, security","","Lost mode for mobile device security."
Geofencing Mobile,geofencing-mobile-security,Endpoint Security,Mobile,Wilson S,"geofencing, mobile, security","","Geofencing for mobile device security."
Mobile Analytics,mobile-analytics-security,Endpoint Security,Mobile,Wilson S,"mobile analytics, security, monitoring","","Mobile device security analytics."
Web Application Firewall Configuration,waf-configuration-best-practices,Application Security,WAF,Wilson S,"waf, configuration, web security","","WAF configuration and rule management."
ModSecurity,modsecurity-waf-open-source,Application Security,WAF,Wilson S,"modsecurity, waf, open source","","ModSecurity open source WAF."
Bot Management,bot-management-detection,Application Security,Bots,Wilson S,"bot management, detection, prevention","","Bot detection and management."
Account Takeover Prevention,account-takeover-prevention-ato,Application Security,Fraud,Wilson S,"ato, account takeover, prevention","","Account takeover prevention strategies."
Credential Stuffing Defense,credential-stuffing-defense,Application Security,Attacks,Wilson S,"credential stuffing, defense, prevention","","Defend against credential stuffing attacks."
Brute Force Protection,brute-force-protection-web,Application Security,Attacks,Wilson S,"brute force, protection, web","","Brute force attack protection."
Rate Limiting Implementation,rate-limiting-implementation-api,Application Security,API,Wilson S,"rate limiting, implementation, api","","API rate limiting implementation."
API Versioning Security,api-versioning-security-strategy,Application Security,API,Wilson S,"api versioning, security, strategy","","API versioning security strategies."
API Documentation Security,api-documentation-security,Application Security,API,Wilson S,"api documentation, security, swagger","","Secure API documentation practices."
Swagger Security,swagger-security-openapi,Application Security,API,Wilson S,"swagger, openapi, security","","Swagger/OpenAPI security configuration."
API Throttling,api-throttling-management,Application Security,API,Wilson S,"api throttling, management, performance","","API throttling and performance management."
API Monitoring,api-monitoring-security,Application Security,API,Wilson S,"api monitoring, security, analytics","","API security monitoring and analytics."
API Analytics,api-analytics-security-insights,Application Security,API,Wilson S,"api analytics, security, insights","","API analytics for security insights."
API Mocking Security,api-mocking-security-testing,Application Security,API,Wilson S,"api mocking, security, testing","","API mocking for security testing."
Contract Testing,contract-testing-api-security,Application Security,API,Wilson S,"contract testing, api, security","","API contract testing for security."
Service Virtualization,service-virtualization-testing,Application Security,Testing,Wilson S,"service virtualization, testing, security","","Service virtualization for testing."
Chaos Engineering Security,chaos-engineering-security-testing,Application Security,Testing,Wilson S,"chaos engineering, security, resilience","","Chaos engineering for security resilience."
Fault Injection,fault-injection-security-testing,Application Security,Testing,Wilson S,"fault injection, security, testing","","Fault injection for security testing."
Fuzzing Techniques,fuzzing-techniques-security-testing,Application Security,Testing,Wilson S,"fuzzing, security, testing","","Fuzzing techniques for vulnerability discovery."
Grammar-Based Fuzzing,grammar-based-fuzzing-testing,Application Security,Testing,Wilson S,"grammar fuzzing, security, testing","","Grammar-based fuzzing for complex inputs."
Mutation Fuzzing,mutation-fuzzing-security,Application Security,Testing,Wilson S,"mutation fuzzing, security, testing","","Mutation fuzzing techniques."
Coverage-Guided Fuzzing,coverage-guided-fuzzing-afl,Application Security,Testing,Wilson S,"coverage fuzzing, afl, security","","Coverage-guided fuzzing with AFL."
Binary Analysis,binary-analysis-reverse-engineering,Application Security,Testing,Wilson S,"binary analysis, reverse engineering, security","","Binary analysis and reverse engineering."
Symbolic Execution,symbolic-execution-testing,Application Security,Testing,Wilson S,"symbolic execution, security, testing","","Symbolic execution for security testing."
Concolic Testing,concolic-testing-security,Application Security,Testing,Wilson S,"concolic testing, security, analysis","","Concolic testing for security analysis."
Model Checking,model-checking-security-verification,Application Security,Testing,Wilson S,"model checking, security, verification","","Model checking for security verification."
Formal Verification,formal-verification-security,Application Security,Testing,Wilson S,"formal verification, security, proofs","","Formal verification for security properties."
Property-Based Testing,property-based-testing-security,Application Security,Testing,Wilson S,"property testing, security, quickcheck","","Property-based testing for security."
Penetration Testing Reporting,penetration-testing-reporting-best-practices,Security Testing,Pentesting,Wilson S,"pentest, reporting, documentation","","Penetration testing reporting best practices."
Vulnerability Disclosure,vulnerability-disclosure-responsible,Security Testing,Disclosure,Wilson S,"vulnerability, disclosure, responsible","","Responsible vulnerability disclosure."
CVE Numbering,cve-numbering-process,Security Testing,CVE,Wilson S,"cve, numbering, vulnerability","","CVE numbering and assignment process."
CVSS Scoring,cvss-scoring-vulnerability-severity,Security Testing,CVSS,Wilson S,"cvss, scoring, vulnerability","","CVSS vulnerability severity scoring."
Exploit Development,exploit-development-ethical,Security Testing,Exploitation,Wilson S,"exploit development, ethical, security","","Ethical exploit development for research."
Shellcode Development,shellcode-development-exploitation,Security Testing,Exploitation,Wilson S,"shellcode, exploitation, development","","Shellcode development techniques."
Return-Oriented Programming,return-oriented-programming-rop,Security Testing,Exploitation,Wilson S,"rop, exploitation, techniques","","Return-oriented programming exploitation."
Heap Exploitation,heap-exploitation-techniques,Security Testing,Exploitation,Wilson S,"heap, exploitation, techniques","","Heap exploitation techniques."
Stack Exploitation,stack-exploitation-buffer-overflow,Security Testing,Exploitation,Wilson S,"stack, exploitation, overflow","","Stack-based exploitation and buffer overflows."
Format String Exploitation,format-string-exploitation,Security Testing,Exploitation,Wilson S,"format string, exploitation, vulnerability","","Format string exploitation techniques."
Integer Overflow Exploitation,integer-overflow-exploitation,Security Testing,Exploitation,Wilson S,"integer overflow, exploitation, vulnerability","","Integer overflow exploitation."
Use-After-Free Exploitation,use-after-free-exploitation,Security Testing,Exploitation,Wilson S,"use after free, exploitation, vulnerability","","Use-after-free vulnerability exploitation."
Race Condition Exploitation,race-condition-exploitation,Security Testing,Exploitation,Wilson S,"race condition, exploitation, toctou","","Race condition and TOCTOU exploitation."
Privilege Escalation Techniques,privilege-escalation-techniques-exploitation,Security Testing,Exploitation,Wilson S,"privilege escalation, exploitation, techniques","","Privilege escalation exploitation techniques."
Kernel Exploitation,kernel-exploitation-techniques,Security Testing,Exploitation,Wilson S,"kernel, exploitation, rootkit","","Kernel exploitation techniques."
Container Escape,container-escape-exploitation,Security Testing,Exploitation,Wilson S,"container escape, exploitation, breakout","","Container escape techniques."
VM Escape,vm-escape-exploitation,Security Testing,Exploitation,Wilson S,"vm escape, exploitation, hypervisor","","VM escape and hypervisor exploitation."
Side-Channel Attacks,side-channel-attacks-exploitation,Security Testing,Exploitation,Wilson S,"side channel, attacks, exploitation","","Side-channel attack techniques."
Timing Attacks,timing-attacks-exploitation,Security Testing,Exploitation,Wilson S,"timing attacks, exploitation, side channel","","Timing attack exploitation."
Cache Attacks,cache-attacks-exploitation,Security Testing,Exploitation,Wilson S,"cache attacks, exploitation, spectre","","Cache-based attacks including Spectre."
Power Analysis Attacks,power-analysis-attacks-exploitation,Security Testing,Exploitation,Wilson S,"power analysis, attacks, side channel","","Power analysis attack techniques."
Acoustic Cryptanalysis,acoustic-cryptanalysis-attacks,Security Testing,Exploitation,Wilson S,"acoustic, cryptanalysis, attacks","","Acoustic cryptanalysis attack methods."
Electromagnetic Attacks,electromagnetic-attacks-tempest,Security Testing,Exploitation,Wilson S,"electromagnetic, attacks, tempest","","Electromagnetic side-channel attacks."
Fault Injection Attacks,fault-injection-attacks-exploitation,Security Testing,Exploitation,Wilson S,"fault injection, attacks, glitching","","Fault injection and glitching attacks."
Physical Security Testing,physical-security-testing-assessment,Security Testing,Physical,Wilson S,"physical security, testing, assessment","","Physical security testing and assessment."
Lock Picking,lock-picking-physical-security,Security Testing,Physical,Wilson S,"lock picking, physical, security","","Lock picking for physical security testing."
Social Engineering Assessment,social-engineering-assessment-testing,Security Testing,Social,Wilson S,"social engineering, assessment, testing","","Social engineering assessment testing."
Vishing Testing,vishing-testing-voice-phishing,Security Testing,Social,Wilson S,"vishing, voice phishing, testing","","Vishing testing and voice phishing."
Smishing Testing,smishing-testing-sms-phishing,Security Testing,Social,Wilson S,"smishing, sms phishing, testing","","Smishing and SMS phishing testing."
Pretexting Testing,pretexting-testing-social-engineering,Security Testing,Social,Wilson S,"pretexting, social engineering, testing","","Pretexting techniques for testing."
Tailgating Testing,tailgating-testing-physical-security,Security Testing,Physical,Wilson S,"tailgating, physical security, testing","","Tailgating and piggybacking testing."
Badge Cloning,badge-cloning-physical-security,Security Testing,Physical,Wilson S,"badge cloning, physical security, rfid","","Badge cloning for physical security testing."
Dumpster Diving,dumpster-diving-information-gathering,Security Testing,Physical,Wilson S,"dumpster diving, physical security, osint","","Dumpster diving for information gathering."
OSINT Techniques,osint-techniques-reconnaissance,Security Testing,OSINT,Wilson S,"osint, reconnaissance, intelligence","","OSINT techniques for reconnaissance."
Social Media Intelligence,social-media-intelligence-osint,Security Testing,OSINT,Wilson S,"social media, osint, intelligence","","Social media intelligence gathering."
Search Engine Reconnaissance,search-engine-reconnaissance-dorking,Security Testing,OSINT,Wilson S,"google dorking, reconnaissance, osint","","Search engine reconnaissance and dorking."
DNS Reconnaissance,dns-reconnaissance-enumeration,Security Testing,Reconnaissance,Wilson S,"dns, reconnaissance, enumeration","","DNS reconnaissance and enumeration."
Subdomain Enumeration,subdomain-enumeration-reconnaissance,Security Testing,Reconnaissance,Wilson S,"subdomain, enumeration, reconnaissance","","Subdomain enumeration techniques."
Port Scanning,port-scanning-network-reconnaissance,Security Testing,Reconnaissance,Wilson S,"port scanning, nmap, reconnaissance","","Port scanning and network reconnaissance."
Service Enumeration,service-enumeration-reconnaissance,Security Testing,Reconnaissance,Wilson S,"service enumeration, reconnaissance, fingerprinting","","Service enumeration and fingerprinting."
Banner Grabbing,banner-grabbing-reconnaissance,Security Testing,Reconnaissance,Wilson S,"banner grabbing, reconnaissance, enumeration","","Banner grabbing for reconnaissance."
Web Application Fingerprinting,web-application-fingerprinting,Security Testing,Reconnaissance,Wilson S,"fingerprinting, web app, reconnaissance","","Web application fingerprinting techniques."
CMS Detection,cms-detection-fingerprinting,Security Testing,Reconnaissance,Wilson S,"cms detection, fingerprinting, reconnaissance","","CMS detection and identification."
WAF Detection,waf-detection-bypass,Security Testing,Reconnaissance,Wilson S,"waf detection, bypass, testing","","WAF detection and bypass techniques."
IDS Evasion,ids-evasion-techniques,Security Testing,Evasion,Wilson S,"ids evasion, techniques, bypass","","IDS evasion techniques."
Firewall Evasion,firewall-evasion-techniques,Security Testing,Evasion,Wilson S,"firewall evasion, techniques, bypass","","Firewall evasion techniques."
Antivirus Evasion,antivirus-evasion-techniques,Security Testing,Evasion,Wilson S,"antivirus evasion, techniques, bypass","","Antivirus evasion techniques."
Sandbox Evasion,sandbox-evasion-techniques,Security Testing,Evasion,Wilson S,"sandbox evasion, techniques, analysis","","Sandbox evasion for malware analysis."
Obfuscation Techniques,obfuscation-techniques-code,Security Testing,Evasion,Wilson S,"obfuscation, techniques, code","","Code obfuscation techniques."
Packing Techniques,packing-techniques-malware,Security Testing,Evasion,Wilson S,"packing, techniques, malware","","Malware packing and crypters."
Encryption Techniques Malware,encryption-techniques-malware-evasion,Security Testing,Evasion,Wilson S,"encryption, malware, evasion","","Malware encryption for evasion."
Polymorphic Malware,polymorphic-malware-techniques,Security Testing,Evasion,Wilson S,"polymorphic, malware, techniques","","Polymorphic malware techniques."
Metamorphic Malware,metamorphic-malware-techniques,Security Testing,Evasion,Wilson S,"metamorphic, malware, techniques","","Metamorphic malware techniques."
Living Off the Land Binaries,living-off-land-binaries-lolbins,Security Testing,Techniques,Wilson S,"lolbins, living off land, techniques","","Living off the land binary techniques."
Windows Exploitation,windows-exploitation-techniques,Security Testing,Exploitation,Wilson S,"windows, exploitation, techniques","","Windows system exploitation techniques."
Linux Exploitation,linux-exploitation-techniques,Security Testing,Exploitation,Wilson S,"linux, exploitation, techniques","","Linux system exploitation techniques."
macOS Exploitation,macos-exploitation-techniques,Security Testing,Exploitation,Wilson S,"macos, exploitation, techniques","","macOS exploitation techniques."
Active Directory Exploitation,active-directory-exploitation-techniques,Security Testing,Exploitation,Wilson S,"active directory, exploitation, kerberos","","Active Directory exploitation techniques."
Kerberos Attacks,kerberos-attacks-exploitation,Security Testing,Exploitation,Wilson S,"kerberos, attacks, exploitation","","Kerberos protocol attacks."
NTLM Attacks,ntlm-attacks-exploitation,Security Testing,Exploitation,Wilson S,"ntlm, attacks, exploitation","","NTLM authentication attacks."
Pass-the-Hash,pass-the-hash-attack,Security Testing,Exploitation,Wilson S,"pass the hash, attack, lateral movement","","Pass-the-hash attack technique."
Pass-the-Ticket,pass-the-ticket-attack,Security Testing,Exploitation,Wilson S,"pass the ticket, kerberos, attack","","Pass-the-ticket Kerberos attack."
Golden Ticket,golden-ticket-attack-kerberos,Security Testing,Exploitation,Wilson S,"golden ticket, kerberos, attack","","Golden ticket Kerberos attack."
Silver Ticket,silver-ticket-attack-kerberos,Security Testing,Exploitation,Wilson S,"silver ticket, kerberos, attack","","Silver ticket Kerberos attack."
Kerberoasting,kerberoasting-attack-technique,Security Testing,Exploitation,Wilson S,"kerberoasting, attack, technique","","Kerberoasting attack technique."
AS-REP Roasting,as-rep-roasting-attack,Security Testing,Exploitation,Wilson S,"as-rep roasting, kerberos, attack","","AS-REP roasting Kerberos attack."
DCSync Attack,dcsync-attack-active-directory,Security Testing,Exploitation,Wilson S,"dcsync, active directory, attack","","DCSync attack against Active Directory."
DCShadow Attack,dcshadow-attack-active-directory,Security Testing,Exploitation,Wilson S,"dcshadow, active directory, attack","","DCShadow Active Directory attack."
Zerologon Exploitation,zerologon-exploitation-vulnerability,Security Testing,Exploitation,Wilson S,"zerologon, exploitation, vulnerability","","Zerologon vulnerability exploitation."
PrintNightmare Exploitation,printnightmare-exploitation-vulnerability,Security Testing,Exploitation,Wilson S,"printnightmare, exploitation, windows","","PrintNightmare Windows exploitation."
EternalBlue Exploitation,eternalblue-exploitation-smb,Security Testing,Exploitation,Wilson S,"eternalblue, exploitation, smb","","EternalBlue SMB exploitation."
BlueKeep Exploitation,bluekeep-exploitation-rdp,Security Testing,Exploitation,Wilson S,"bluekeep, exploitation, rdp","","BlueKeep RDP vulnerability exploitation."
Web Shell Deployment,web-shell-deployment-techniques,Security Testing,Exploitation,Wilson S,"web shell, deployment, exploitation","","Web shell deployment techniques."
Reverse Shell,reverse-shell-techniques,Security Testing,Exploitation,Wilson S,"reverse shell, techniques, exploitation","","Reverse shell techniques."
Bind Shell,bind-shell-techniques,Security Testing,Exploitation,Wilson S,"bind shell, techniques, exploitation","","Bind shell techniques."
Meterpreter,meterpreter-metasploit,Security Testing,Tools,Wilson S,"meterpreter, metasploit, exploitation","","Meterpreter payload and Metasploit."
Cobalt Strike,cobalt-strike-red-team,Security Testing,Tools,Wilson S,"cobalt strike, red team, c2","","Cobalt Strike for red teaming."
Empire Framework,empire-framework-post-exploitation,Security Testing,Tools,Wilson S,"empire, framework, powershell","","Empire PowerShell post-exploitation framework."
Covenant C2,covenant-c2-framework,Security Testing,Tools,Wilson S,"covenant, c2, framework","","Covenant C2 framework for red teams."
Sliver C2,sliver-c2-framework,Security Testing,Tools,Wilson S,"sliver, c2, framework","","Sliver C2 adversary emulation framework."
